notice_evidence_id,source_id,etf_id,ticker,etf_name,distribution_record_date,distribution_pay_date,distribution_per_share_krw,row_locator,raw_row_text,content_hash_sha256,parser_name,parser_version,evidence_status,review_status,created_at,note
krx-notice-evidence:40eff82da1b5438d,krx:kind:distribution_notice:20260729:20260729000622,KR7245360003,245360,TIGER 차이나HSCEI,2026-07-31,2026-08-04,74,table[0]/row[184],KR7245360003 | TIGER 차이나HSCEI | 2026-07-31 | 2026-08-04 | 74 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:412108bef0af6256,krx:kind:distribution_notice:20260729:20260729002071,KR70080G0009,0080G0,KODEX 방산TOP10,2026-07-31,2026-08-04,5,table[0]/row[92],KR70080G0009 | KODEX 방산TOP10 | 2026-07-31 | 2026-08-04 | 5 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:427c441090a76fd8,krx:kind:distribution_notice:20260729:20260729002071,KR7423160001,423160,KODEX KOFR금리액티브(합성),2026-07-31,2026-08-04,242,table[0]/row[24],KR7423160001 | KODEX KOFR금리액티브(합성) | 2026-07-31 | 2026-08-04 | 242 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:42c2ed9974f54d8d,krx:kind:distribution_notice:20260729:20260729000622,KR70127T0009,0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,2026-07-31,2026-08-04,15,table[0]/row[32],KR70127T0009 | KIWOOM 미국S&P500&배당다우존스비중전환 | 2026-07-31 | 2026-08-04 | 15 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:42d3fd4c78257881,krx:kind:distribution_notice:20260729:20260729000622,KR7447660002,447660,PLUS 애플채권혼합,2026-07-31,2026-08-04,25,table[0]/row[72],KR7447660002 | PLUS 애플채권혼합 | 2026-07-31 | 2026-08-04 | 25 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:444661cacff1050c,krx:kind:distribution_notice:20260729:20260729002071,KR7495850000,495850,KODEX 코리아밸류업,2026-07-31,2026-08-04,30,table[0]/row[122],KR7495850000 | KODEX 코리아밸류업 | 2026-07-31 | 2026-08-04 | 30 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:444b35ad2c581e94,krx:kind:distribution_notice:20260729:20260729000622,KR70046A0008,0046A0,TIGER 미국초단기(3개월이하)국채,2026-07-31,2026-08-04,28,table[0]/row[164],KR70046A0008 | TIGER 미국초단기(3개월이하)국채 | 2026-07-31 | 2026-08-04 | 28 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:44587439ed9791a8,krx:kind:distribution_notice:20260729:20260729000622,KR7473490001,473490,KIWOOM 글로벌AI반도체,2026-07-31,2026-08-04,45,table[0]/row[26],KR7473490001 | KIWOOM 글로벌AI반도체 | 2026-07-31 | 2026-08-04 | 45 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:44b6bc5738d19b88,krx:kind:distribution_notice:20260729:20260729002071,KR7476850003,476850,KoAct 배당성장액티브,2026-07-31,2026-08-04,290,table[0]/row[13],KR7476850003 | KoAct 배당성장액티브 | 2026-07-31 | 2026-08-04 | 290 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:45532d4653774804,krx:kind:distribution_notice:20260729:20260729000622,KR7153270004,153270,KIWOOM 코스피100,2026-07-31,2026-08-04,120,table[0]/row[51],KR7153270004 | KIWOOM 코스피100 | 2026-07-31 | 2026-08-04 | 120 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:473c3c040bd772c4,krx:kind:distribution_notice:20260729:20260729002071,KR7473330009,473330,SOL 미국30년국채커버드콜(합성),2026-07-31,2026-08-03,65,table[0]/row[146],KR7473330009 | SOL 미국30년국채커버드콜(합성) | 2026-07-31 | 2026-08-03 | 65 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:492f718dcebc8398,krx:kind:distribution_notice:20260729:20260729002071,KR7475080008,475080,KODEX 테슬라커버드콜채권혼합액티브,2026-07-31,2026-08-04,79,table[0]/row[105],KR7475080008 | KODEX 테슬라커버드콜채권혼합액티브 | 2026-07-31 | 2026-08-04 | 79 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:49f072d76a07a33f,krx:kind:distribution_notice:20260729:20260729002071,KR7244670006,244670,KODEX 밸류Plus,2026-07-31,2026-08-04,179,table[0]/row[134],KR7244670006 | KODEX 밸류Plus | 2026-07-31 | 2026-08-04 | 179 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:4ace47e232b53a77,krx:kind:distribution_notice:20260729:20260729000622,KR7091220004,091220,TIGER 은행,2026-07-31,2026-08-04,146,table[0]/row[176],KR7091220004 | TIGER 은행 | 2026-07-31 | 2026-08-04 | 146 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:4afb2a35eb66eb53,krx:kind:distribution_notice:20260729:20260729002071,KR70127M0006,0127M0,ACE 미국대형가치주액티브,2026-07-31,2026-08-04,45,table[0]/row[178],KR70127M0006 | ACE 미국대형가치주액티브 | 2026-07-31 | 2026-08-04 | 45 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:4be73fcbf71b9faf,krx:kind:distribution_notice:20260729:20260729000622,KR7445910003,445910,TIGER MKF배당귀족,2026-07-31,2026-08-04,25,table[0]/row[136],KR7445910003 | TIGER MKF배당귀족 | 2026-07-31 | 2026-08-04 | 25 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:4e97b84cdb386c5c,krx:kind:distribution_notice:20260729:20260729002071,KR7275300002,275300,KODEX 우량주,2026-07-31,2026-08-04,20,table[0]/row[137],KR7275300002 | KODEX 우량주 | 2026-07-31 | 2026-08-04 | 20 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:4f586f8d3ca28053,krx:kind:distribution_notice:20260729:20260729000622,KR7497570002,497570,TIGER 미국필라델피아AI반도체나스닥,2026-07-31,2026-08-04,22,table[0]/row[167],KR7497570002 | TIGER 미국필라델피아AI반도체나스닥 | 2026-07-31 | 2026-08-04 | 22 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:4f71043f1c3a820e,krx:kind:distribution_notice:20260729:20260729000622,KR7292160009,292160,TIGER KRX300,2026-07-31,2026-08-04,60,table[0]/row[133],KR7292160009 | TIGER KRX300 | 2026-07-31 | 2026-08-04 | 60 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5013188ebe59f1ec,krx:kind:distribution_notice:20260729:20260729002071,KR70144M0005,0144M0,KODEX 미국드론UAM TOP10,2026-07-31,2026-08-04,2,table[0]/row[71],KR70144M0005 | KODEX 미국드론UAM TOP10 | 2026-07-31 | 2026-08-04 | 2 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5025665015604549,krx:kind:distribution_notice:20260729:20260729000622,KR7210780003,210780,TIGER 코스피고배당,2026-07-31,2026-08-04,241,table[0]/row[192],KR7210780003 | TIGER 코스피고배당 | 2026-07-31 | 2026-08-04 | 241 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:50b42bbf81d86730,krx:kind:distribution_notice:20260729:20260729002071,KR70082V0008,0082V0,KODEX TDF2060액티브 적격,2026-07-31,2026-08-04,79,table[0]/row[120],KR70082V0008 | KODEX TDF2060액티브 적격 | 2026-07-31 | 2026-08-04 | 79 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:529d33c611006ab7,krx:kind:distribution_notice:20260729:20260729002071,KR7452360001,452360,SOL 미국배당다우존스(H),2026-07-31,2026-08-03,31,table[0]/row[145],KR7452360001 | SOL 미국배당다우존스(H) | 2026-07-31 | 2026-08-03 | 31 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:52d0e49c64491c57,krx:kind:distribution_notice:20260729:20260729002071,KR70144L0006,0144L0,KODEX 미국성장커버드콜액티브,2026-07-31,2026-08-04,99,table[0]/row[108],KR70144L0006 | KODEX 미국성장커버드콜액티브 | 2026-07-31 | 2026-08-04 | 99 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:52f993e3fb5072da,krx:kind:distribution_notice:20260729:20260729002071,KR70151S0009,0151S0,KODEX 미국AI반도체TOP3플러스,2026-07-31,2026-08-04,13,table[0]/row[68],KR70151S0009 | KODEX 미국AI반도체TOP3플러스 | 2026-07-31 | 2026-08-04 | 13 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:53095cbaf809ea20,krx:kind:distribution_notice:20260729:20260729000622,KR7139270003,139270,TIGER 200 금융,2026-07-31,2026-08-04,60,table[0]/row[123],KR7139270003 | TIGER 200 금융 | 2026-07-31 | 2026-08-04 | 60 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:537fb8c9d3745bed,krx:kind:distribution_notice:20260729:20260729000622,KR7464470004,464470,PLUS 미국채30년액티브,2026-07-31,2026-08-04,100,table[0]/row[71],KR7464470004 | PLUS 미국채30년액티브 | 2026-07-31 | 2026-08-04 | 100 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:54b7b53e79562963,krx:kind:distribution_notice:20260729:20260729000622,KR7304760002,304760,HANARO KRX300,2026-07-31,2026-08-04,60,table[0]/row[12],KR7304760002 | HANARO KRX300 | 2026-07-31 | 2026-08-04 | 60 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:54c7e8b83782a22d,krx:kind:distribution_notice:20260729:20260729002071,KR7453650004,453650,KODEX 미국S&P500금융,2026-07-31,2026-08-04,62,table[0]/row[63],KR7453650004 | KODEX 미국S&P500금융 | 2026-07-31 | 2026-08-04 | 62 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5560c45f60c2a252,krx:kind:distribution_notice:20260729:20260729002071,KR70199C0001,0199C0,ACE 고배당주Plus커버드콜액티브,2026-07-31,2026-08-04,175,table[0]/row[182],KR70199C0001 | ACE 고배당주Plus커버드콜액티브 | 2026-07-31 | 2026-08-04 | 175 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:55e9eb16cd489cb9,krx:kind:distribution_notice:20260729:20260729000622,KR7432840007,432840,HANARO 미국S&P500,2026-07-31,2026-08-04,13,table[0]/row[15],KR7432840007 | HANARO 미국S&P500 | 2026-07-31 | 2026-08-04 | 13 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:571aa5e469743b08,krx:kind:distribution_notice:20260729:20260729002071,KR7433330008,433330,SOL 미국S&P500,2026-07-31,2026-08-03,12,table[0]/row[143],KR7433330008 | SOL 미국S&P500 | 2026-07-31 | 2026-08-03 | 12 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:58141e7a2ecbf7ff,krx:kind:distribution_notice:20260729:20260729002071,KR7091170001,091170,KODEX 은행,2026-07-31,2026-08-04,60,table[0]/row[80],KR7091170001 | KODEX 은행 | 2026-07-31 | 2026-08-04 | 60 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:58e239404fdf7666,krx:kind:distribution_notice:20260729:20260729000622,KR7281990002,281990,RISE 중소형고배당,2026-07-31,2026-08-04,32,table[0]/row[116],KR7281990002 | RISE 중소형고배당 | 2026-07-31 | 2026-08-04 | 32 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:590960f5cdec1563,krx:kind:distribution_notice:20260729:20260729000622,KR7376410007,376410,TIGER 탄소효율그린뉴딜,2026-07-31,2026-08-04,58,table[0]/row[194],KR7376410007 | TIGER 탄소효율그린뉴딜 | 2026-07-31 | 2026-08-04 | 58 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5948bd22b3e28bb0,krx:kind:distribution_notice:20260729:20260729002071,KR70192S0000,0192S0,SOL 코스피200채권혼합50,2026-07-31,2026-08-03,10,table[0]/row[156],KR70192S0000 | SOL 코스피200채권혼합50 | 2026-07-31 | 2026-08-03 | 10 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:59d76cc57a55080f,krx:kind:distribution_notice:20260729:20260729000622,KR70013P0000,0013P0,RISE 미국은행TOP10,2026-07-31,2026-08-04,22,table[0]/row[105],KR70013P0000 | RISE 미국은행TOP10 | 2026-07-31 | 2026-08-04 | 22 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5a4db1de674d11f0,krx:kind:distribution_notice:20260729:20260729000622,KR7139260004,139260,TIGER 200 IT,2026-07-31,2026-08-04,142,table[0]/row[122],KR7139260004 | TIGER 200 IT | 2026-07-31 | 2026-08-04 | 142 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5c2d8f07292386f9,krx:kind:distribution_notice:20260729:20260729000622,KR7381180009,381180,TIGER 미국필라델피아반도체나스닥,2026-07-31,2026-08-04,49,table[0]/row[168],KR7381180009 | TIGER 미국필라델피아반도체나스닥 | 2026-07-31 | 2026-08-04 | 49 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5c77ef0276f92849,krx:kind:distribution_notice:20260729:20260729002071,KR7419420005,419420,KODEX 미국클린에너지나스닥,2026-07-31,2026-08-04,8,table[0]/row[58],KR7419420005 | KODEX 미국클린에너지나스닥 | 2026-07-31 | 2026-08-04 | 8 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5c9298dec49d9f41,krx:kind:distribution_notice:20260729:20260729000622,KR7435420005,435420,TIGER 미국나스닥100채권혼합50,2026-07-31,2026-08-04,42,table[0]/row[157],KR7435420005 | TIGER 미국나스닥100채권혼합50 | 2026-07-31 | 2026-08-04 | 42 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5cd866abc0997117,krx:kind:distribution_notice:20260729:20260729002071,KR70049K0003,0049K0,ACE 미국배당퀄리티채권혼합50,2026-07-31,2026-08-04,21,table[0]/row[173],KR70049K0003 | ACE 미국배당퀄리티채권혼합50 | 2026-07-31 | 2026-08-04 | 21 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5cf0c1b4b2f72f27,krx:kind:distribution_notice:20260729:20260729002071,KR7453810004,453810,KODEX 인도Nifty50,2026-07-31,2026-08-04,76,table[0]/row[53],KR7453810004 | KODEX 인도Nifty50 | 2026-07-31 | 2026-08-04 | 76 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5d04334970f46c85,krx:kind:distribution_notice:20260729:20260729002071,KR7279530000,279530,KODEX 고배당주,2026-07-31,2026-08-04,76,table[0]/row[121],KR7279530000 | KODEX 고배당주 | 2026-07-31 | 2026-08-04 | 76 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5e53e7f7ab506785,krx:kind:distribution_notice:20260729:20260729000622,KR7441800000,441800,TIME Korea플러스배당액티브,2026-07-31,2026-08-04,134,table[0]/row[198],KR7441800000 | TIME Korea플러스배당액티브 | 2026-07-31 | 2026-08-04 | 134 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:5e6cfd0a4ed14593,krx:kind:distribution_notice:20260729:20260729002071,KR70132H0006,0132H0,KODEX 미국원자력SMR,2026-07-31,2026-08-04,4,table[0]/row[70],KR70132H0006 | KODEX 미국원자력SMR | 2026-07-31 | 2026-08-04 | 4 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
