ticker,distribution_coverage_status,corporate_action_coverage_status
453060,verified_complete,verified_complete
453080,verified_complete,verified_complete
453330,verified_complete,verified_complete
453630,verified_complete,verified_complete
453640,verified_complete,verified_complete
453650,verified_complete,verified_complete
453660,verified_complete,verified_complete
453810,verified_complete,verified_complete
453820,verified_complete,verified_complete
453850,verified_complete,verified_complete
453870,verified_complete,verified_complete
453950,verified_complete,verified_complete
454180,verified_complete,verified_complete
454320,verified_complete,verified_complete
454780,verified_complete,verified_complete
455030,verified_complete,verified_complete
455660,verified_complete,verified_complete
455850,verified_complete,verified_complete
455860,verified_complete,verified_complete
455890,verified_complete,verified_complete
455960,verified_complete,verified_complete
456200,verified_complete,verified_complete
456250,verified_complete,verified_complete
456600,verified_complete,verified_complete
456610,verified_complete,verified_complete
456680,verified_complete,verified_complete
456880,verified_complete,verified_complete
457480,verified_complete,verified_complete
457690,verified_complete,verified_complete
457700,verified_complete,verified_complete
457930,verified_complete,verified_complete
457990,verified_complete,verified_complete
458030,verified_complete,verified_complete
458210,verified_complete,verified_complete
458250,verified_complete,verified_complete
458260,verified_complete,verified_complete
458730,verified_complete,verified_complete
458750,verified_complete,verified_complete
458760,verified_complete,verified_complete
459560,verified_complete,verified_complete
459580,verified_complete,verified_complete
459750,verified_complete,verified_complete
459790,verified_complete,verified_complete
460270,verified_complete,verified_complete
460660,verified_complete,verified_complete
460960,verified_complete,verified_complete
461340,verified_complete,verified_complete
461450,verified_complete,verified_complete
461460,verified_complete,verified_complete
461490,verified_complete,verified_complete
461500,verified_complete,verified_complete
461580,verified_complete,verified_complete
461600,verified_complete,verified_complete
461900,verified_complete,verified_complete
461910,verified_complete,verified_complete
461950,verified_complete,verified_complete
462010,verified_complete,verified_complete
462330,verified_complete,verified_complete
462340,verified_complete,verified_complete
462900,verified_complete,verified_complete
463050,verified_complete,verified_complete
463250,verified_complete,verified_complete
463290,verified_complete,verified_complete
463300,verified_complete,verified_complete
463640,verified_complete,verified_complete
463680,verified_complete,verified_complete
463690,verified_complete,verified_complete
464240,verified_complete,verified_complete
464310,verified_complete,verified_complete
464470,verified_complete,verified_complete
464600,verified_complete,verified_complete
464610,verified_complete,verified_complete
464920,verified_complete,verified_complete
464930,verified_complete,verified_complete
465330,verified_complete,verified_complete
465350,verified_complete,verified_complete
465580,verified_complete,verified_complete
465610,verified_complete,verified_complete
465620,verified_complete,verified_complete
465660,verified_complete,verified_complete
465670,verified_complete,verified_complete
465780,verified_complete,verified_complete
466810,verified_complete,verified_complete
466920,verified_complete,verified_complete
466930,verified_complete,verified_complete
466940,verified_complete,verified_complete
466950,verified_complete,verified_complete
468370,verified_complete,verified_complete
468380,verified_complete,verified_complete
468630,verified_complete,verified_complete
469050,verified_complete,verified_complete
469060,verified_complete,verified_complete
469070,verified_complete,verified_complete
469150,verified_complete,verified_complete
469160,verified_complete,verified_complete
469170,verified_complete,verified_complete
469530,verified_complete,verified_complete
469790,verified_complete,verified_complete
469830,verified_complete,verified_complete
470310,verified_complete,verified_complete
471040,verified_complete,verified_complete
471230,verified_complete,verified_complete
471460,verified_complete,verified_complete
471760,verified_complete,verified_complete
471780,verified_complete,verified_complete
471990,verified_complete,verified_complete
472150,verified_complete,verified_complete
472160,verified_complete,verified_complete
472170,verified_complete,verified_complete
472720,verified_complete,verified_complete
472830,verified_complete,verified_complete
472840,verified_complete,verified_complete
472870,verified_complete,verified_complete
472920,verified_complete,verified_complete
473290,verified_complete,verified_complete
473330,verified_complete,verified_complete
473440,verified_complete,verified_complete
473460,verified_complete,verified_complete
473490,verified_complete,verified_complete
473590,verified_complete,verified_complete
473640,verified_complete,verified_complete
474220,verified_complete,verified_complete
474390,verified_complete,verified_complete
474590,verified_complete,verified_complete
474800,verified_complete,verified_complete
474920,verified_complete,verified_complete
475050,verified_complete,verified_complete
475070,verified_complete,verified_complete
475080,verified_complete,verified_complete
475260,verified_complete,verified_complete
475270,verified_complete,verified_complete
475280,verified_complete,verified_complete
475300,verified_complete,verified_complete
475310,verified_complete,verified_complete
475350,verified_complete,verified_complete
475380,verified_complete,verified_complete
475630,verified_complete,verified_complete
475720,verified_complete,verified_complete
476000,verified_complete,verified_complete
476030,verified_complete,verified_complete
476070,verified_complete,verified_complete
476260,verified_complete,verified_complete
476310,verified_complete,verified_complete
476450,verified_complete,verified_complete
476550,verified_complete,verified_complete
476690,verified_complete,verified_complete
476750,verified_complete,verified_complete
476760,verified_complete,verified_complete
476800,verified_complete,verified_complete
476850,verified_complete,verified_complete
477050,verified_complete,verified_complete
477080,verified_complete,verified_complete
477490,verified_complete,verified_complete
477730,verified_complete,verified_complete
478150,verified_complete,verified_complete
479080,verified_complete,verified_complete
479520,verified_complete,verified_complete
479620,verified_complete,verified_complete
479730,verified_complete,verified_complete
479850,verified_complete,verified_complete
480020,verified_complete,verified_complete
480030,verified_complete,verified_complete
480040,verified_complete,verified_complete
480260,verified_complete,verified_complete
480310,verified_complete,verified_complete
480460,verified_complete,verified_complete
481050,verified_complete,verified_complete
481060,verified_complete,verified_complete
481180,verified_complete,verified_complete
481190,verified_complete,verified_complete
481340,verified_complete,verified_complete
481430,verified_complete,verified_complete
482030,verified_complete,verified_complete
482730,verified_complete,verified_complete
483020,verified_complete,verified_complete
483030,verified_complete,verified_complete
483280,verified_complete,verified_complete
483290,verified_complete,verified_complete
483320,verified_complete,verified_complete
483330,verified_complete,verified_complete
483340,verified_complete,verified_complete
483570,verified_complete,verified_complete
484790,verified_complete,verified_complete
484880,verified_complete,verified_complete
484890,verified_complete,verified_complete
485540,verified_complete,verified_complete
485690,verified_complete,verified_complete
485810,verified_complete,verified_complete
486240,verified_complete,verified_complete
486290,verified_complete,verified_complete
486450,verified_complete,verified_complete
486830,verified_complete,verified_complete
487130,verified_complete,verified_complete
487230,verified_complete,verified_complete
487240,verified_complete,verified_complete
487340,verified_complete,verified_complete
487750,verified_complete,verified_complete
487910,verified_complete,verified_complete
487920,verified_complete,verified_complete
487950,verified_complete,verified_complete
488080,verified_complete,verified_complete
488200,verified_complete,verified_complete
488210,verified_complete,verified_complete
488290,verified_complete,verified_complete
488480,verified_complete,verified_complete
488500,verified_complete,verified_complete
488720,verified_complete,verified_complete
488770,verified_complete,verified_complete
488980,verified_complete,verified_complete
489000,verified_complete,verified_complete
489030,verified_complete,verified_complete
489250,verified_complete,verified_complete
489290,verified_complete,verified_complete
489860,verified_complete,verified_complete
490090,verified_complete,verified_complete
490330,verified_complete,verified_complete
490480,verified_complete,verified_complete
490490,verified_complete,verified_complete
490590,verified_complete,verified_complete
490600,verified_complete,verified_complete
491010,verified_complete,verified_complete
491090,verified_complete,verified_complete
491220,verified_complete,verified_complete
491230,verified_complete,verified_complete
491510,verified_complete,verified_complete
491610,verified_complete,verified_complete
491620,verified_complete,verified_complete
491630,verified_complete,verified_complete
491700,verified_complete,verified_complete
491820,verified_complete,verified_complete
491830,verified_complete,verified_complete
492500,verified_complete,verified_complete
493420,verified_complete,verified_complete
493810,verified_complete,verified_complete
494180,verified_complete,verified_complete
494210,verified_complete,verified_complete
494220,verified_complete,verified_complete
494300,verified_complete,verified_complete
494310,verified_complete,verified_complete
494330,verified_complete,verified_complete
494340,verified_complete,verified_complete
494410,verified_complete,verified_complete
494420,verified_complete,verified_complete
494670,verified_complete,verified_complete
494840,verified_complete,verified_complete
494890,verified_complete,verified_complete
495040,verified_complete,verified_complete
495050,verified_complete,verified_complete
495060,verified_complete,verified_complete
495230,verified_complete,verified_complete
495330,verified_complete,verified_complete
495550,verified_complete,verified_complete
495750,verified_complete,verified_complete
495850,verified_complete,verified_complete
495940,verified_complete,verified_complete
496020,verified_complete,verified_complete
496080,verified_complete,verified_complete
496090,verified_complete,verified_complete
496120,verified_complete,verified_complete
496130,verified_complete,verified_complete
496770,verified_complete,verified_complete
497510,verified_complete,verified_complete
497520,verified_complete,verified_complete
497570,verified_complete,verified_complete
497780,verified_complete,verified_complete
497880,verified_complete,verified_complete
498050,verified_complete,verified_complete
498180,verified_complete,verified_complete
498270,verified_complete,verified_complete
498400,verified_complete,verified_complete
498410,verified_complete,verified_complete
498610,verified_complete,verified_complete
498860,verified_complete,verified_complete
499150,verified_complete,verified_complete
499660,verified_complete,verified_complete
