ticker,name,close_20260810,r_1m,r_2m,r_3m,r_6m,r_12m,new_12m,new_3m,r_1d,r_1w,r_2w,r_24m,r_36m,r_itd,new_90d,itd_anchor_close,r_ytd
403790,MIDAS 코스피액티브,53030,-16.03,-17.18,-14.36,19.49,98.32,,N,0.5,0.48,-6.92,121.2,149.68,,N,,50.12
404120,TIME K신재생에너지액티브,24420,-3.86,-12.89,-18.65,7.72,66.69,,N,3.06,14.38,5.24,40.57,25.46,,N,,42.02
404260,KODEX 기후변화솔루션,22700,-5.85,-18.14,-20.29,9.45,82.11,,N,1.59,9.5,1.7,66.87,36.49,,N,,42.99
404540,TIGER KRX기후변화솔루션,22805,-6.46,-16.36,-20.33,9.3,80.49,,N,2.52,10.22,2.89,65.9,35.55,,N,,42.58
404650,SOL KRX기후변화솔루션,22750,-6.49,-16.86,-20.04,10.46,82.07,,N,1.93,8.36,3.39,64.89,34.47,,N,,43.17
407300,HANARO Fn골프테마,10700,-4.46,-14.06,-22.21,-8.55,28.76,,N,0.8,5.94,-1.38,69.03,54.22,,N,,14.75
407310,HANARO 200 TOP10,16605,-6.9,-12.49,-14.78,11.63,84.09,,N,1.65,6.92,1.5,64.91,57.62,,N,,39.25
407820,에셋플러스 코리아플랫폼액티브,6195,-8.96,-12.31,-28.96,-32.15,-22.66,,N,2.31,8.78,-1.35,-17.7,-24.62,,N,,-22.27
407830,에셋플러스 글로벌플랫폼액티브,14230,-13.73,-12.11,-10.84,-8.4,-5.13,,N,2.41,5.41,1.17,46.4,86.02,,N,,-13.52
409810,KODEX 미국나스닥100선물인버스(H),5455,-0.91,-3.37,-4.38,-15.43,-20.13,,N,-1.27,-4.55,-4.47,-29.1,-39.94,,N,,-14.03
409820,KODEX 미국나스닥100레버리지(합성 H),20480,0.66,3.83,4.73,32.6,46.97,,N,2.43,9.26,8.7,68.72,136.66,,N,,28.32
410870,TIME K컬처액티브,10280,1.43,-2.51,-11,-17.99,-25.15,,N,2.29,11.38,4,-10.91,0.77,,N,,-10.88
411060,ACE KRX금현물,27800,0.38,-1.8,-10.75,-16.42,29.3,,N,1.72,7.86,3.62,69.83,124.82,,N,,-4.15
411420,KODEX 미국나스닥AI테크액티브,27700,-4.02,-5.53,-3.45,26.11,53.51,,N,1.34,4.75,2.16,126.64,211.22,,N,,40.54
411540,SOL 200 Top10,17045,-6.5,-12.61,-14.2,12.69,85.88,,N,2.16,7.44,1.94,65.57,57.85,,N,,41.22
411860,KIWOOM 독일DAX,17645,-2.27,-2.19,-0.54,-4.34,5.31,,N,0.77,0.97,0.11,36.12,60.29,,N,,0
412560,TIGER BBIG레버리지,1967,15.1,-1.9,-32.17,-19.22,-10.59,,N,5.75,24.1,14.43,-28.42,-45.99,,N,,-13.35
412570,TIGER 2차전지TOP10레버리지,1217,12.37,-20.41,-60.16,-25.97,2.1,,N,7.04,39.09,15.36,-66.11,-93.72,,N,,-0.16
412770,TIGER 글로벌AI플랫폼액티브,12870,-12.6,-17.21,-6.67,8.65,-3.88,,N,0.19,6.1,-2.9,28.96,63,,N,,-2.98
413220,SOL 차이나태양광CSI(합성),4860,-9.41,-17.42,-24.42,-24.59,22.26,,N,0.52,4.07,1.89,28.2,-25.2,,N,,-10.91
413930,WON AI ESG액티브,25595,-16.82,-19.14,-15.69,24.07,116.91,,N,-0.27,0.63,-5.59,127.78,159.29,,N,,56.5
414270,ACE 글로벌자율주행액티브,12530,-5.58,-9.66,-12.07,-4.79,8.2,,N,2.2,1.75,-0.08,45.61,29.53,,N,,-2.53
414780,TIGER 차이나과창판STAR50(합성),14785,-23.51,-2.12,1.3,15.92,80.64,,N,-0.77,9.11,-6.39,167.86,112.11,,N,,29.18
415340,KODEX 차이나과창판STAR50(합성),15145,-23.14,-2.89,2.12,17.09,79.44,,N,-0.59,10.47,-6.25,165.8,109.7,,N,,29.61
415760,SOL 차이나육성산업액티브(합성),14025,-23.3,-1.72,2.19,15.96,75.09,,N,-0.43,9.14,-6.28,159.38,102.92,,N,,28.61
415920,PLUS 글로벌희토류&전략자원생산기업,7625,-6.78,-15.79,-28.37,-14.33,47.2,,N,4.17,15.62,10.91,62.03,-17.55,,N,,3.67
416090,ACE 중국과창판STAR50,13760,-22.96,-0.69,0.15,15.34,78.93,,N,-0.58,10.92,-7.56,155.89,98.18,,N,,30.12
417450,RISE 글로벌수소경제,16145,-11.29,-18.75,-20.62,21.44,96.53,,N,0.22,0.09,-0.65,104.58,68.09,,N,,42.62
417630,TIGER KEDI혁신기업ESG30,18945,-1.61,-8.26,-11.26,11.74,60.21,,N,2.27,9.32,2.79,68.24,51.78,,N,,33.65
418660,TIGER 미국나스닥100레버리지(합성),43190,-10.02,-9.96,-2.6,25.88,54.42,,N,2.58,7.22,1.58,92.82,224.37,,N,,25.1
418670,TIGER 글로벌AI사이버보안,17900,-3.5,15.71,32.99,46.42,26.95,,N,1.36,8.85,4.92,30.7,67.78,,N,,32.54
419420,KODEX 미국클린에너지나스닥,9880,-11.59,-17.04,-12.22,1.96,54.62,,N,1.86,5.56,2.28,35.07,1,,N,,12.53
419430,KODEX 차이나2차전지MSCI(합성),10295,1.43,-8.04,-19.29,-8.65,42.59,,N,1.78,4.52,2.23,98.31,41.27,,N,,-4.45
419650,PLUS 글로벌수소&차세대연료전지,5350,-12.22,-16.28,-23.79,10.65,51.56,,N,1.04,2.49,-0.93,20.37,-25.06,,N,,22.99
419890,KIWOOM 단기채권ESG액티브,107465,0.49,0.74,0.62,1.1,-1.24,,N,-0.01,0.14,0.33,-0.87,4.04,,N,,1.1
421320,PLUS 우주항공,30740,8.2,-15.97,-34.11,-28.13,35.03,,N,8.53,26.68,21.98,51.89,102.86,,N,,16.53
422420,RISE 2차전지액티브,6640,3.43,-16.11,-40.71,-22.34,8.67,,N,5.99,21.06,11.69,-40.7,-66.8,,N,,0.23
423160,KODEX KOFR금리액티브(합성),110745,0.01,0.01,0.02,0.02,0.02,,N,0.01,0.06,-0.11,3.11,6.88,,N,,0.08
423170,SOL 글로벌AI반도체탑픽액티브,54930,-17.2,-14.95,-4.29,41.63,157.46,,N,0.57,0.25,-8.42,167.74,299.33,,N,,74.6
423920,TIGER 미국필라델피아반도체레버리지(합성),98495,-20.49,-22.01,-0.82,87.15,305.66,,N,5.25,15.71,-4.19,199.35,480.47,,N,,143.71
426020,TIME 미국S&P500액티브,33110,-5.99,-5.1,-0.27,14.09,37.13,,N,0.71,2.19,-1.22,76.79,159.49,,N,,21.1
426030,TIME 미국나스닥100액티브,47375,-12.59,-11.35,-6.25,25.6,48.05,,N,1.58,5.39,-1.6,109.18,227.69,,N,,38.77
426150,WON 대한민국국고채액티브,51290,-0.47,-0.17,-3.89,-5.03,-13.08,,N,-0.25,0.06,0.67,-8.1,1.43,,N,,-7.78
427120,RISE AI플랫폼,5220,5.35,-4.13,-22.26,-33.38,-37.15,,N,2.45,9.55,2.96,-25.8,-29.32,,N,,-27.25
428510,KODEX 차이나AI테크액티브,25215,-19.95,-11.29,-3.34,34.98,93.29,,N,1.84,13.5,-1.87,121.93,126.55,,N,,50.85
428560,KODEX 미국ETF산업Top10 Indxx,16030,-1.48,-3.14,-1.41,-1.78,-9.56,,N,-0.19,-0.56,-0.9,9.64,40.7,,N,,-7.07
429000,TIGER 미국S&P500배당귀족,14015,-2.57,-1.02,4.94,0.14,15.49,,N,0.5,1.19,-0.92,20.88,36.61,,N,,8.98
429010,TIGER 미국나스닥넥스트100,20715,-4.01,-1.5,7.61,16.67,41.21,,N,2.22,3.57,0.46,58.83,85.25,,N,,22.68
429740,PLUS K리츠,6200,2.65,2.14,-11.55,-12.98,-7.32,,N,0.98,3.94,0.81,-21.83,-15.55,,N,,-11.81
429760,PLUS 미국S&P500,20305,-2.85,-2.03,1.78,8.32,24.65,,N,0.69,2.16,0.07,40.23,80.62,,N,,10.38
429980,SOL 한국형글로벌전기차&2차전지액티브,17605,-8.47,-13.32,-13.72,9.31,43.3,,N,1.5,5.77,-0.2,51.64,42.72,,N,,19.07
430500,KIWOOM 물가채KIS,112795,-0.12,0.13,-0.73,0.5,-4.1,,N,-0.37,-0.05,0.25,-0.55,6.52,,N,,-0.89
432600,RISE 국채선물3년,55360,0.37,1.08,0.73,0.79,-0.7,,N,0.01,0.14,0.52,2.18,6.98,,N,,0.44
432840,HANARO 미국S&P500,21000,-0.26,0.72,4.53,10.94,27.58,,N,3.07,4.76,2.89,40.95,82.12,,N,,13.42
433220,에셋플러스 글로벌대장장이액티브,31120,-7.97,-12.54,-9.27,9.37,46.59,,N,0.99,4.36,-0.11,89.98,141.08,,N,,22.93
433250,UNICORN R&D 액티브,22340,-11.12,-18.51,-16.09,8,61.36,,N,1.38,3.76,-2.38,59.24,72.65,,N,,27.08
433330,SOL 미국S&P500,22785,-2.71,-2.06,1.65,8.22,24.3,,N,0.73,2.17,0.15,41.12,83.93,,N,,10.55
433500,ACE 원자력TOP10,53740,0.38,-18.51,-40.73,-5.61,62.41,,N,3.4,15.92,9.41,132.49,236.85,,N,,31.51
433880,PLUS TDF2060액티브 적격,19095,-3.68,-2.87,-0.88,5.64,20.85,,N,1.14,2.47,0.08,37.26,68,,N,,9.02
433970,KODEX TDF2030액티브 적격,14235,-2.03,-1.52,-0.07,3.45,7.47,,N,0.39,1.24,-0.14,13.22,29.68,,N,,4.25
433980,KODEX TDF2040액티브 적격,16210,-3.17,-2.53,-0.43,4.58,13.79,,N,0.59,1.57,-0.4,22.76,43.67,,N,,6.96
434060,KODEX TDF2050액티브 적격,17270,-3.92,-4.48,-5.29,3.57,15.17,,N,0.82,1.68,-0.46,25.5,49.2,,N,,6.31
434730,HANARO 원자력iSelect,58490,-0.83,-14.06,-37.37,-6.17,55.02,,N,2.87,14.34,5.64,147.87,287.93,,N,,23.24
434960,DAISHIN343 K200,98835,-19.29,-20.87,-15.37,24.88,125.32,,N,0.09,-0.91,-8.84,135.98,160.12,,N,,60.25
435040,ACE 글로벌브랜드TOP10,19800,-3.44,-3.77,0.38,0.56,13.79,,N,0.53,2.51,0.66,27.36,60.85,,N,,-0.35
435420,TIGER 미국나스닥100채권혼합50,14325,-2.25,-1.65,-0.14,6.11,7.95,,N,0.42,1.88,0.84,12.75,25.84,,N,,4.91
435530,KIWOOM TDF2030액티브 적격,15745,-5.75,-5.12,-2.24,4.24,17.19,,N,0.19,0.03,-3.4,28.51,51.96,,N,,7.81
435540,KIWOOM TDF2040액티브 적격,17815,-5.24,-4.55,-1.76,6.17,23.07,,N,0.37,0.88,-2.62,35.11,64.28,,N,,10.58
435550,KIWOOM TDF2050액티브 적격,18375,-4.57,-4.42,-1.47,6.92,24.66,,N,0.74,1.44,-1.42,36.26,67.97,,N,,11.46
436140,SOL 종합채권(AA-이상)액티브,106235,-0.06,0.08,-1.88,-2.24,-8.21,,N,-0.21,0,0.38,-3.4,4.86,,N,,-5.74
437070,KODEX 아시아달러채권ESG플러스액티브,60950,-6.36,-7.9,-5.14,-5.17,-0.1,,N,0.11,-0.48,-3.76,9.14,26.33,,N,,-3.92
437080,KODEX 미국종합채권ESG액티브(H),97320,-1.14,-1.31,-2.01,-3.73,-4.33,,N,0.24,0.34,-0.2,-3.29,1.05,,N,,-3.96
437350,RISE 미국단기투자등급회사채액티브,12530,-5.43,-6.53,-3.13,-2.38,3.13,,N,0.12,-0.56,-3.02,12.44,29.59,,N,,-0.63
437370,RISE 글로벌농업경제,10440,-5.26,-3.82,-6.28,-7.53,12.02,,N,-1.18,-2.02,-7.45,25.28,13.6,,N,,8.35
438080,ACE 미국S&P500미국채혼합50액티브,14485,-4.14,-4.26,-0.24,3.32,11.04,,N,0.31,0.7,-1.56,20.75,44.22,,N,,5
438100,ACE 미국나스닥100미국채혼합50액티브,15690,-5.05,-5.25,-1.1,6.48,14.19,,N,0.54,1.55,-1.1,25.13,49.83,,N,,7.39
438320,TIGER 차이나항셍테크레버리지(합성 H),5900,2.97,3.78,-11.87,-25.97,-32.14,,N,2.43,1.2,7.47,26.91,-35.12,,N,,-30.99
438330,TIGER 우량회사채액티브,115540,0.46,0.87,0.42,0.35,-1.86,,N,-0.04,0.08,0.44,2.66,10.73,,N,,-0.03
438560,SOL 국고채3년,100480,0.39,0.94,0.47,0.46,-2.99,,N,-0.01,0.07,0.52,-4.54,-2.68,,N,,0.19
438570,SOL 국고채10년,98740,0.23,1.12,-1.29,-2,-10.31,,N,-0.12,0.33,0.99,-9.48,-4.39,,N,,-4.02
438740,MIDAS 중소형액티브,33620,-5.6,-12.23,-18.65,-5.68,16.94,,N,3.46,10.46,3.22,32.24,25.3,,N,,9.67
438900,HANARO Fn K-푸드,11560,7.29,7.29,-4.7,-7.33,-8.65,,N,-0.3,7.48,6.25,-3.96,29.34,,N,,-1.03
439860,KODEX ESG종합채권(A-이상)액티브,113595,0.45,0.7,0.11,0.1,-2.54,,N,-0.04,0.1,0.42,2.38,8.99,,N,,-0.4
439870,KODEX 국고채30년액티브,87005,-2.26,-3.62,-12.19,-14.96,-29.03,,N,-1.2,-0.85,-0.17,-22.95,-9.29,,N,,-20.34
440340,TIGER 글로벌멀티에셋TIF액티브,12330,-5.15,-6.27,-1.91,-0.68,9.8,,N,0.41,0.16,-2.91,13.88,32.59,,N,,3.79
440640,ACE 단기채권알파액티브,112465,0.29,0.57,0.76,1.57,1.21,,N,0,0.07,0.16,4.61,8.73,,N,,1.88
440650,ACE 미국달러단기채권액티브,11880,-5.26,-6.46,-2.78,-1.41,2.28,,N,0.04,-0.75,-3.26,9.26,24.05,,N,,0.17
440910,WON 미국우주항공방산,27785,-0.7,-1.12,6.13,2.21,34.62,,N,1.33,7.49,3.14,89.75,152.52,,N,,14.37
441540,HANARO Fn조선해운,28600,7.94,-5.64,-20.04,-7.98,3.16,,N,2.75,10.64,3.83,72.87,106.04,,N,,-2.16
441640,KODEX 미국배당커버드콜액티브,13100,-2.31,-2.6,1.24,-1.02,11.21,,N,0.23,1.79,0.19,14.48,30.28,,N,,3.52
441680,TIGER 미국나스닥100커버드콜(합성),11000,-6.82,-5.29,-3.08,-0.99,9.56,,N,0.5,1.57,-1.96,4.5,9.41,,N,,0.55
441800,TIME Korea플러스배당액티브,27105,-16.02,-18.32,-22.47,4.35,67.83,,N,-0.18,-0.68,-8.74,77.83,127.06,,N,,36.89
442090,에셋플러스 코리아대장장이액티브,28775,-7.85,-14,-13.94,24.57,87.8,,N,3.45,11.19,0.66,115.16,84.61,,N,,49.05
442260,마이티 다이나믹퀀트액티브,34180,-19.8,-20.17,-15.75,24.9,122.6,,N,0.41,-0.67,-9.14,129.75,159.41,,N,,60.24
442320,RISE 글로벌원자력,36995,-3.41,-9.09,-27.62,-12.03,12.07,,N,3.7,7.39,1.36,102.06,216.91,,N,,0.83
442550,RISE TDF2030액티브 적격,14920,-2.52,-2.71,-0.63,4.89,12.9,,N,0.37,1.12,-0.3,21.95,39.16,,N,,7.18
442560,RISE TDF2040액티브 적격,16710,-3.86,-3.27,-0.48,7.95,21.53,,N,0.09,1.52,-0.57,32.25,52.78,,N,,11.96
442570,RISE TDF2050액티브 적격,17790,-4.25,-3.47,-0.89,9.14,25.77,,N,0.68,1.69,-0.28,37.85,60.52,,N,,14.26
442580,PLUS 글로벌HBM반도체,92245,-22.4,-19.16,0.23,62.92,356.21,,N,-0.07,-1.9,-13.48,333.49,521.73,,N,,114.92
444200,SOL 코리아메가테크액티브,43540,-12.67,-19.15,-22.49,9.36,87.79,,N,1.24,3.74,-3.31,144.96,189.69,,N,,38.49
444490,WON 미국S&P500,20930,-2.74,-2.01,1.85,8.87,25.52,,N,0.72,2.27,0.22,43.79,88.39,,N,,11.09
445150,KODEX 친환경조선해운액티브,29860,5.51,-7.71,-26.09,-9.62,6.64,,N,4.06,12.79,3.52,84.46,103.07,,N,,0.93
445290,KODEX 로봇액티브,31075,0.08,-17.73,-19.7,-9.68,86.75,,N,3.1,7.34,6.44,92.28,97.86,,N,,18.27
445690,BNK 주주가치액티브,29190,-9.81,-11.64,-13.51,5.15,60.61,,N,0.48,2.21,-3.38,82.26,122.88,,N,,30.17
445910,TIGER MKF배당귀족,20855,2.06,-1,-9.19,-0.57,31.91,,N,0.05,6.32,1.48,43.6,67.32,,N,,23.33
446690,KODEX 아시아AI반도체exChina액티브,58025,-17.74,-18.52,-6.13,48.5,209.05,,N,3.51,5.78,-1.38,158.54,248.32,,N,,98.21
446700,RISE 배터리 리사이클링,10500,11.17,-5.7,-31.17,-20.75,12.48,,N,5.32,17.78,12.96,-18.75,-48.79,,N,,-1.13
446720,SOL 미국배당다우존스,13960,-1.24,-2.45,3.48,4.73,28.72,,N,0.58,0.32,-1.9,27.69,51.69,,N,,19.62
446770,ACE 글로벌반도체TOP4 Plus,77325,-14.56,-12.37,-2.12,34.26,148.51,,N,1.37,2.77,-6.97,184.86,374.7,,N,,65.65
447430,ACE 주주환원가치주액티브,16435,4.15,0.55,-10.34,-1.17,6.72,,N,-0.21,4.65,1.7,32.33,51.02,,N,,7.03
447620,SOL 미국TOP5채권혼합50,16200,1.95,2.18,0.31,9.35,15.55,,N,0.31,1.09,3.78,22.68,38.25,,N,,7.71
447660,PLUS 애플채권혼합,13785,-1.25,1.36,2.64,3.92,11.53,,N,0.25,0.25,-2.58,17.63,29.45,,N,,4
447770,TIGER 테슬라채권혼합Fn,13590,-7.2,-5.98,-7.05,-7.74,-0.44,,N,0.7,1.61,0.63,15.73,18.19,,N,,-11.44
448100,WON 200,101020,-18.73,-20.93,-15.33,25.02,124.66,,N,-0.01,-0.94,-8.83,138.28,164.11,,N,,61.03
448290,TIGER 미국S&P500(H),17980,2.6,4.84,4.99,10.27,19.63,,N,0.64,3.04,3.45,29.99,55.13,,N,,10.71
448300,TIGER 미국나스닥100(H),23175,0.35,2.45,3.39,16.69,24.06,,N,1.2,4.53,4.16,38.03,66.91,,N,,14.96
448330,KODEX 삼성전자채권혼합,16690,-4.68,-6.24,-2.45,13.31,45.13,,N,-0.12,-0.54,-1.65,38.32,50.09,,N,,24.93
448490,HANARO 32-10 국고채액티브,53070,0.26,0.97,-1.64,-2.43,-8.71,,N,-0.23,0.26,0.81,-5.84,2.15,,N,,-4.45
448540,ACE 엔비디아채권혼합,26865,1.92,0.92,1.55,5.93,9.1,,N,0.84,3.19,1.36,27.68,79.86,,N,,6.9
448570,FOCUS AI코리아액티브,28415,-11.12,-11.85,-8.65,13.43,81.1,,N,-0.23,1.96,-3.99,88.94,109.38,,N,,42.75
448630,RISE 삼성그룹Top3채권혼합,14860,-0.83,-1.26,-2.46,13.09,43.78,,N,0.3,1.99,0.71,35.78,39.66,,N,,25.56
449170,TIGER KOFR금리액티브(합성),111560,0.22,0.44,0.65,1.27,1.94,,N,0.02,0.06,0.11,5.08,8.93,,N,,1.54
449180,KODEX 미국S&P500(H),17335,2.79,5,4.97,10.31,19.35,,N,0.67,3.09,3.55,29.05,51.5,,N,,10.7
449190,KODEX 미국나스닥100(H),22440,0.4,2.47,3.27,16.63,23.91,,N,1.2,4.57,4.23,37.35,64.85,,N,,14.9
449450,PLUS K방산,59220,7.07,-3.54,-19.3,-7.66,15.05,,N,5.25,19.96,15.15,139.5,282.68,,N,,13.63
449580,RISE 테슬라애플아마존채권혼합,16290,-4.06,-1.45,-3.47,0.22,6.96,,N,0.43,0.43,-0.34,20.96,36.8,,N,,-1.45
449680,TIGER 한중전기차(합성),11185,-2.31,-17.3,-27.42,-12.58,32.92,,N,3.42,4.68,1.77,33.38,-8.09,,N,,2.71
449690,TIGER 한중반도체(합성),46985,-26.81,-15.18,-6.03,35.62,175.17,,N,-0.95,5.6,-9.64,239.95,283.48,,N,,70.42
449770,KIWOOM 미국S&P500,21815,-2.89,-2.22,1.47,8.05,23.95,,N,0.65,2.08,-0.07,40.9,84.35,,N,,10.18
449780,KIWOOM 미국S&P500(H),18870,2.44,4.66,4.6,9.9,19.2,,N,0.53,2.89,3.2,29.75,55.02,,N,,10.77
450180,KODEX 한중전기차(합성),11375,-3.76,-15.11,-27.98,-12.5,30.67,,N,0.53,3.64,0.62,33.46,-5.84,,N,,1.74
450190,KODEX 한중반도체(합성),47835,-25.43,-13.87,-5.56,36.65,177.63,,N,0.28,7.69,-8.38,238.83,281.6,,N,,70.87
450910,SOL 코스닥150,14460,2.7,-10.93,-26.71,-23,9.88,,N,8.72,19.65,14.31,-16.15,-25.69,,N,,-4.3
451000,PLUS 종합채권(AA-이상)액티브,107400,0.14,0.09,-1.87,-2.76,-7.64,,N,-0.13,0.07,0.65,-3.13,4.92,,N,,-4.2
451060,1Q 200액티브,31400,-18.79,-21.23,-15.95,23.96,122.3,,N,0.02,-0.98,-8.89,138.37,165.55,,N,,58.63
451150,에셋플러스 글로벌영에이지액티브,18420,-5.32,-3.1,-0.51,-3.99,-5.92,,N,0.52,2.88,-0.14,47.27,61.03,,N,,-5.05
451530,TIGER 국고채30년스트립액티브,34920,-4.2,-8.49,-20.79,-25.46,-42.61,,N,-1.99,-1.43,-0.77,-36.25,-19.19,,N,,-32.46
451540,TIGER 종합채권(AA-이상)액티브,52770,-0.16,-0.01,-2.2,-2.69,-7.66,,N,-0.35,-0.12,0.3,-2.82,5.57,,N,,-4.4
451600,PLUS 국고채30년액티브,84375,-1.78,-3.04,-11.18,-13.92,-28.02,,N,-0.64,-0.53,0.3,-22.51,-8.73,,N,,-19.51
451670,RISE 국채30년레버리지(합성),12125,-5.27,-8.56,-24.43,-30.3,-52.08,,N,-2.1,-1.38,-0.12,-46.24,-30,,N,,-39.93
452250,ACE 미국30년국채선물레버리지(합성 H),4760,-4.7,-5.27,-7.3,-11.03,-14.23,,N,0.21,0.42,-2.06,-25.29,-38.45,,N,,-12.42
452360,SOL 미국배당다우존스(H),13290,4.36,4.77,7.18,7,24.03,,N,0.49,1.06,1.57,17.38,25.89,,N,,20.71
453010,PLUS KOFR금리,109665,0.21,0.42,0.64,1.23,1.44,,N,0.01,0.05,0.09,4.45,8.15,,N,,1.51
453060,HANARO KOFR금리액티브(합성),111220,0.23,0.45,0.67,1.3,2.59,,N,0.01,0.05,0.1,5.73,9.6,,N,,1.58
453080,KIWOOM 미국나스닥100(H),23160,0.3,2.3,3,16.32,23.72,,N,1.25,4.35,4.07,37,66.63,,N,,14.97
453330,RISE 미국S&P500(H),18380,3,5.18,5.39,11.06,20.17,,N,0.68,3.11,3.75,29.62,52.16,,N,,11.6
453630,KODEX 미국S&P500필수소비재,12745,-3.63,-5.14,-1.96,-5.35,5.03,,N,0.04,-0.74,-2.64,12.99,29.09,,N,,6.08
453640,KODEX 미국S&P500헬스케어,14165,-3.93,-0.07,10.02,2.68,29.6,,N,0.68,0.43,-3.01,14.28,38.98,,N,,3.66
453650,KODEX 미국S&P500금융,19965,-2.23,2.54,7.45,3.85,13.86,,N,-0.25,-0.3,-2.13,34.62,82.55,,N,,1.63
453660,KODEX 미국S&P500경기소비재,18300,-3.4,-2.94,-3.43,-0.97,9.19,,N,1.47,1.64,4.54,28.27,51.77,,N,,-2.53
453810,KODEX 인도Nifty50,12280,-4.62,-2.35,-3.46,-13.15,-6.86,,N,-0.24,-0.97,-0.24,-14.21,14.88,,N,,-12.94
453820,KODEX 인도Nifty50레버리지(합성),12645,-7.84,-5.42,-7.09,-25.62,-19.51,,N,-0.16,-1.63,0.12,-33.1,12.38,,N,,-25.29
453850,ACE 미국30년국채액티브(H),7195,-2.51,-2.84,-3.68,-5.76,-6.98,,N,0.42,0.49,-1.51,-13.79,-21,,N,,-6.32
453870,TIGER 인도니프티50,12060,-4.89,-3.44,-3.6,-13.24,-6.66,,N,-0.37,-1.07,-0.62,-13.21,15.6,,N,,-12.96
453950,TIGER TSMC파운드리밸류체인,34570,-11.81,-4.94,2.11,27.38,101.46,,N,2.81,3.6,-1.9,89.73,181.93,,N,,55.41
454180,KIWOOM 차이나내수소비TOP CSI,8025,2.23,-2.49,-6.79,-14.76,-8.7,,N,2.43,-1.23,0.06,12.43,-7.63,,N,,-11.62
454320,HANARO CAPEX설비투자iSelect,43050,3.55,-9.24,-33.26,8.36,66.93,,N,3.56,15.23,7.52,133.26,179.16,,N,,34.32
454780,KIWOOM 종합채권(AA-이상)액티브,99515,-0.11,-0.01,-2.13,-2.72,-9.48,,N,-0.22,-0.07,0.31,-7.64,0.36,,N,,-4.34
455030,KODEX 미국달러SOFR금리액티브(합성),12170,-5.44,-7.17,-3.6,-2.83,1.93,,N,-0.08,-0.98,-3.53,9.36,24.7,,N,,-1.54
455660,ACE 미국하이일드액티브(H),9475,-0.58,-0.52,-1.25,-3.27,-4.44,,N,0.05,0.42,-0.05,-6.25,-4.35,,N,,-3.27
455850,SOL AI반도체소부장,22265,-13.82,-20.91,-31.83,-0.38,79.27,,N,9.25,12,1.44,26.98,29.51,,N,,33.04
455860,SOL 2차전지소부장Fn,4585,4.09,-15.72,-41.52,-26.58,13.07,,N,5.16,17.26,10.75,-37.17,-67.96,,N,,-6.52
455890,RISE 머니마켓액티브,55365,0.28,0.54,0.79,1.58,1.52,,N,0.01,0.06,0.14,5.01,9.58,,N,,1.93
455960,RISE 미국달러SOFR금리액티브(합성),12390,-5.2,-5.92,-2.09,-0.88,6.53,,N,0,-0.64,-3.2,13.87,29.56,,N,,0.65
456200,PLUS 미국달러SOFR금리액티브(합성),61355,-5.68,-6.45,-2.37,-0.84,5.99,,N,-0.02,-0.57,-2.84,13.57,29.63,,N,,1.11
456250,KODEX 유럽명품TOP10 STOXX,9550,-2.45,-2.7,1.11,-8.17,1.92,,N,-0.16,2.3,1.54,4.15,2.97,,N,,-14.35
456600,TIME 글로벌AI인공지능액티브,58710,-12.72,-9.45,-1.98,42.93,81.76,,N,0.69,2.26,-2,170.86,298.03,,N,,70.27
456610,TIGER 미국달러SOFR금리액티브(합성),61415,-5.27,-6.34,-2.59,-0.93,6,,N,0.11,-0.65,-3.21,13.96,29.66,,N,,0.73
456680,TIGER 차이나전기차레버리지(합성),7360,-8.46,-24.28,-41.07,-24.59,28.22,,N,2.44,0.2,-0.67,105.12,-11.14,,N,,-25.28
456880,ACE 미국달러SOFR금리(합성),12425,-5.44,-6.54,-2.78,-1.07,5.88,,N,0.04,-0.76,-3.35,13.63,29.75,,N,,0.65
457480,ACE 테슬라밸류체인액티브,18570,-13.87,-18.62,-24.68,-12.55,21.25,,N,3.43,7.56,3.74,49.62,31.09,,N,,-16.14
457690,KODEX 33-06 국고채액티브,10525,0.33,1.2,-0.66,-1.03,-6.9,,N,-0.09,0.19,0.86,-2.37,5.85,,N,,-2.14
457700,KODEX 53-09 국고채액티브,9120,-2.09,-2.93,-10.54,-12.89,-26.39,,N,-1.03,-0.65,0.05,-20.35,-6.98,,N,,-17.73
457930,BNK 미래전략기술액티브,27195,-4.18,-13.94,-20.39,5.92,84.75,,N,3.82,8.91,3.58,107.89,123.13,,N,,36.45
457990,PLUS 태양광&ESS,38230,14.87,-3.69,-25.53,29.97,119.9,,N,3.41,25.1,15.69,169.63,179.84,,N,,80.42
458030,WON 국공채머니마켓액티브,54955,0.27,0.5,0.7,1.4,1.58,,N,0.04,0.08,0.15,4.98,9.06,,N,,1.69
458210,KIWOOM CD금리액티브(합성),110380,0.21,0.46,0.69,1.38,2.69,,N,-0.02,0.05,0.1,5.79,9.53,,N,,1.68
458250,TIGER 미국30년국채스트립액티브(합성 H),34605,-4.38,-4.96,-5.76,-8.39,-9.68,,N,0.35,0.39,-3,-18.4,-28.09,,N,,-9.49
458260,TIGER 미국투자등급회사채액티브(H),46600,-1.38,-1.79,-2.41,-4.49,-4.72,,N,0.22,0.55,-0.19,-6.29,-6.88,,N,,-4.69
458730,TIGER 미국배당다우존스,15200,-1.46,-2.47,3.44,4.47,28.43,,N,0.33,0.2,-2,27.77,52.02,,N,,19.22
