ticker,isin,name,listing_date,listing_date_source,listing_date_verification_status,source_name,source_license_status,source_first_available_date,actual_first_trading_date,first_close,latest_trading_date,latest_close,daily_history_row_count,expected_trading_day_count,coverage_ratio,corporate_action_status,itd_anchor_status,itd_calculation_status,full_max_chart_status,exclusion_or_pending_reason,checked_at
0225V0,KR70225V0006,KODEX 미국CPU반도체TOP10,2026-08-04,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10300,2026-08-14,11030,0,9,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0226A0,KR70226A0000,PLUS SK하이닉스샌디스크채권혼합50,2026-08-04,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10195,2026-08-14,10730,0,9,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0226G0,KR70226G0004,WON 피지컬AI TOP2플러스액티브,2026-08-04,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11705,2026-08-14,13345,0,9,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
069500,KR7069500007,KODEX 200,2002-10-14,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,100700,2026-08-14,110060,0,6220,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
069660,KR7069660009,KIWOOM 200,2002-10-14,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,100595,2026-08-14,110120,0,6220,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
091160,KR7091160002,KODEX 반도체,2006-06-27,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,125600,2026-08-14,126250,0,5254,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
091170,KR7091170001,KODEX 은행,2006-06-27,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,15890,2026-08-14,16170,0,5254,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
091180,KR7091180000,KODEX 자동차,2006-06-27,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,33745,2026-08-14,31700,0,5254,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
091220,KR7091220004,TIGER 은행,2006-06-27,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,16655,2026-08-14,16820,0,5254,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
091230,KR7091230003,TIGER 반도체,2006-06-27,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,131870,2026-08-14,133790,0,5254,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
099140,KR7099140006,KODEX 차이나H,2007-10-10,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,23225,2026-08-14,21645,0,4918,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
100910,KR7100910009,KIWOOM KRX100,2008-01-23,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,15760,2026-08-14,17365,0,4843,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
101280,KR7101280006,KODEX 일본TOPIX100,2008-02-20,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,29630,2026-08-14,31640,0,4823,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
102110,KR7102110004,TIGER 200,2008-04-03,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,100750,2026-08-14,110375,0,4792,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
102780,KR7102780004,KODEX 삼성그룹,2008-05-21,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,23060,2026-08-14,27150,0,4758,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
102960,KR7102960002,KODEX 기계장비,2008-05-29,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,20500,2026-08-14,14200,0,4752,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
102970,KR7102970001,KODEX 증권,2008-05-29,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,28810,2026-08-14,19590,0,4752,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
104520,KR7104520002,KIWOOM 블루칩,2008-07-29,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,15775,2026-08-14,15250,0,4709,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
104530,KR7104530001,KIWOOM 코리아고배당,2008-07-29,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,21050,2026-08-14,17975,0,4709,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
105010,KR7105010003,TIGER 라틴35,2008-08-27,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,7200,2026-08-14,6160,0,4688,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
105190,KR7105190003,ACE 200,2008-09-25,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,101380,2026-08-14,110305,0,4667,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
105780,KR7105780001,RISE 5대그룹주,2008-10-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,15795,2026-08-14,17710,0,4648,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
108450,KR7108450008,ACE 삼성그룹섹터가중,2009-02-03,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,37510,2026-08-14,41005,0,4574,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
108590,KR7108590001,TREX 200,2009-01-23,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,100520,2026-08-14,109765,0,4581,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
114100,KR7114100001,RISE 국고채3년,2009-07-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,107150,2026-08-14,106670,0,4448,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
114260,KR7114260003,KODEX 국고채3년,2009-07-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,61510,2026-08-14,61815,0,4448,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
114460,KR7114460009,ACE 국고채3년,2009-07-31,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,101185,2026-08-14,100730,0,4446,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
114470,KR7114470008,KIWOOM 국고채3년,2009-07-31,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,108430,2026-08-14,108060,0,4446,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
114800,KR7114800006,KODEX 인버스,2009-09-16,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,1344,2026-08-14,1011,0,4413,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
114820,KR7114820004,TIGER 국채3년,2009-08-27,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,104690,2026-08-14,105110,0,4427,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
117460,KR7117460006,KODEX 에너지화학,2009-10-12,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,18320,2026-08-14,14295,0,4395,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
117680,KR7117680009,KODEX 철강,2009-10-30,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,18025,2026-08-14,12365,0,4381,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
117690,KR7117690008,TIGER 차이나항셍30,2009-10-21,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,21420,2026-08-14,19970,0,4388,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
117700,KR7117700005,KODEX 건설,2009-10-30,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,9695,2026-08-14,6830,0,4381,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
122090,KR7122090004,PLUS 코스피50,2010-01-07,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,73110,2026-08-14,82365,0,4332,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
122260,KR7122260003,KIWOOM 통안채1년,2010-01-14,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,103375,2026-08-14,104100,0,4327,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
122630,KR7122630007,KODEX 레버리지,2010-02-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,116325,2026-08-14,113525,0,4300,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
123310,KR7123310005,TIGER 인버스,2010-03-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,1507,2026-08-14,1125,0,4275,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
123320,KR7123320004,TIGER 레버리지,2010-04-09,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,116200,2026-08-14,114535,0,4266,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
130680,KR7130680002,TIGER 원유선물Enhanced(H),2010-08-02,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,7340,2026-08-14,6755,0,4185,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
130730,KR7130730005,KIWOOM 단기자금,2010-07-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,102130,2026-08-14,102940,0,4187,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
131890,KR7131890006,ACE 삼성그룹동일가중,2010-09-17,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,39440,2026-08-14,41820,0,4151,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
132030,KR7132030008,KODEX 골드선물(H),2010-10-01,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,26295,2026-08-14,24335,0,4141,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
133690,KR7133690008,TIGER 미국나스닥100,2010-10-18,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,177940,2026-08-14,188575,0,4130,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
136340,KR7136340007,RISE 중기우량회사채,2011-04-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,104685,2026-08-14,104300,0,4001,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
137610,KR7137610002,TIGER 농산물선물Enhanced(H),2011-01-11,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,5410,2026-08-14,5415,0,4069,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
138230,KR7138230008,KIWOOM 미국달러선물,2011-02-24,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,17085,2026-08-14,16540,0,4037,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
138520,KR7138520002,TIGER 삼성그룹,2011-03-07,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,31950,2026-08-14,37400,0,4030,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
138530,KR7138530001,TIGER LG그룹플러스,2011-03-10,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12070,2026-08-14,12900,0,4027,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
138540,KR7138540000,TIGER 현대차그룹플러스,2011-03-10,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,64650,2026-08-14,55595,0,4027,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
138910,KR7138910005,KODEX 구리선물(H),2011-03-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,9375,2026-08-14,10085,0,4024,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
138920,KR7138920004,KODEX 콩선물(H),2011-03-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11970,2026-08-14,11800,0,4024,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139220,KR7139220008,TIGER 200 건설,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10405,2026-08-14,7700,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139230,KR7139230007,TIGER 200 중공업,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,20100,2026-08-14,13820,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139240,KR7139240006,TIGER 200 철강소재,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,16000,2026-08-14,11050,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139250,KR7139250005,TIGER 200 에너지화학,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,20135,2026-08-14,18230,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139260,KR7139260004,TIGER 200 IT,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,114280,2026-08-14,141665,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139270,KR7139270003,TIGER 200 금융,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,17150,2026-08-14,16875,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139280,KR7139280002,TIGER 경기방어,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,13930,2026-08-14,13045,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139290,KR7139290001,TIGER 200 경기소비재,2011-04-06,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,28595,2026-08-14,27970,0,4008,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139320,KR7139320006,TIGER 금은선물(H),2011-04-08,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,19820,2026-08-14,18115,0,4006,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
139660,KR7139660005,KIWOOM 미국달러선물인버스,2011-04-01,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,7870,2026-08-14,8200,0,4011,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
140570,KR7140570003,RISE 수출주,2011-04-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,28620,2026-08-14,26640,0,4001,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
140580,KR7140580002,RISE 우량업종대표주,2011-04-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,26610,2026-08-14,25225,0,4001,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
140700,KR7140700006,KODEX 보험,2011-04-26,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,16400,2026-08-14,20340,0,3994,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
140710,KR7140710005,KODEX 운송,2011-04-26,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,6885,2026-08-14,6475,0,3994,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
140950,KR7140950007,파워 코스피100,2011-05-03,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,78270,2026-08-14,86445,0,3989,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
143850,KR7143850006,TIGER 미국S&P500선물(H),2011-07-18,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,73010,2026-08-14,78680,0,3935,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
143860,KR7143860005,TIGER 헬스케어,2011-07-18,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,48475,2026-08-14,40540,0,3935,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
144600,KR7144600004,KODEX 은선물(H),2011-07-18,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12085,2026-08-14,10480,0,3935,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
145670,KR7145670006,ACE 인버스,2011-09-08,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,1693,2026-08-14,1285,0,3897,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
145850,KR7145850004,TREX 펀더멘탈 200,2011-09-23,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,105980,2026-08-14,121030,0,3886,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
147970,KR7147970008,TIGER 모멘텀,2011-10-26,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,89220,2026-08-14,83000,0,3863,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
148020,KR7148020001,RISE 200,2011-10-20,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,101690,2026-08-14,110885,0,3867,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
148070,KR7148070006,KIWOOM 국고채10년,2011-10-20,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,106745,2026-08-14,104715,0,3867,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
150460,KR7150460004,TIGER 중국소비테마,2011-12-16,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,8260,2026-08-14,7725,0,3826,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
152100,KR7152100004,PLUS 200,2012-01-10,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,102345,2026-08-14,111750,0,3809,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
152380,KR7152380002,KODEX 국채선물10년,2012-01-20,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,66250,2026-08-14,64930,0,3801,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
152500,KR7152500005,ACE 레버리지,2012-01-27,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,47550,2026-08-14,46480,0,3796,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
152870,KR7152870002,파워 200,2012-02-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,102000,2026-08-14,111165,0,3785,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
153130,KR7153130000,KODEX 단기채권,2012-02-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,113315,2026-08-14,113185,0,3778,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
153270,KR7153270004,KIWOOM 코스피100,2012-02-28,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,76770,2026-08-14,84845,0,3774,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
156080,KR7156080004,KODEX MSCI Korea,2012-04-30,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,47300,2026-08-14,52440,0,3730,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
157450,KR7157450008,TIGER 단기통안채,2012-05-16,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,111600,2026-08-14,112425,0,3718,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
157490,KR7157490004,TIGER 소프트웨어,2012-05-16,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,9550,2026-08-14,9015,0,3718,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
157500,KR7157500000,TIGER 증권,2012-05-16,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,19635,2026-08-14,13340,0,3718,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
159800,KR7159800002,마이티 코스피100,2012-07-05,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,79150,2026-08-14,87185,0,3682,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
160580,KR7160580007,TIGER 구리실물,2012-12-17,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,15875,2026-08-14,16625,0,3565,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
161510,KR7161510003,PLUS 고배당주,2012-08-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,27685,2026-08-14,25575,0,3643,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
166400,KR7166400002,TIGER 200커버드콜OTM,2012-10-25,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,22690,2026-08-14,23525,0,3602,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
167860,KR7167860006,KIWOOM 국고채10년레버리지,2012-10-30,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,96810,2026-08-14,92325,0,3599,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
168580,KR7168580009,ACE 중국본토CSI300,2012-11-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,37140,2026-08-14,35615,0,3577,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
169950,KR7169950003,KODEX 차이나A50,2013-01-21,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,27830,2026-08-14,26490,0,3540,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
174350,KR7174350009,TIGER 로우볼,2013-06-20,KRX KIND ETF 종목상세 검증,verified_official,listing_prices_cache,cache_provenance_pending,,,21465,2026-08-14,21305,0,3432,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
