window_id,etf_id,ticker,window_start,window_end,issuer_document_source_ids,issuer_coverage_status,krx_coverage_status,corporate_action_coverage_status,window_status,last_checked_at,note
window:22c60b3497f971b46f11,KR7266410000,266410,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:9bad9c06c2b019f318d9,KR7270800006,270800,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:dc15156b20b40abe613d,KR7275280006,275280,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:bc68c44a4b09e816f743,KR7275290005,275290,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:97d347b91b3f67b315a0,KR7275300002,275300,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:2a725669d757d95e5135,KR7279530000,279530,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a98b7bc66387131dd18d,KR7279540009,279540,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:cb247560ae062a5743ed,KR7281990002,281990,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:6ed65fdba88f07a43941,KR7283580009,283580,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:5678d0357cb8be5da4f3,KR7284980000,284980,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8cd79eb7454c68f94620,KR7289040008,289040,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:66897377aaffc9fe5e3a,KR7289480006,289480,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:9d48ba6a5682c73ec62f,KR7289480006,289480,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a7116ec2c699392a0f01,KR7290080001,290080,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c9e1820f4c7a9bbfdb97,KR7292190006,292190,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:00f75575a6ad71f7ae84,KR7298770009,298770,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:1399ac5481152fca8380,KR7302450002,302450,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:3575ed2bf011e4445b5d,KR7314250002,314250,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:62d3eded5939805b883a,KR7321410003,321410,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:118ed058105866b5e580,KR7325010007,325010,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a1073d657b53fd721512,KR7325020006,325020,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:bc53b64e2c570e3f923a,KR7329200000,329200,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:76eda3eac4ea7905a6ed,KR7329200000,329200,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:3166b3e1950f11a34742,KR7336160007,336160,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:ad6ed875c261e7176c6a,KR7337120000,337120,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c3b0848046aad905e8a3,KR7337140008,337140,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:13a4a735f2a17f4c8eb5,KR7337150007,337150,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:0b92141e6125c52b3f26,KR7337160006,337160,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:b82f05270611a8450c0c,KR7341850006,341850,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:cd0c76b43d7bee444eb0,KR7341850006,341850,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:fe7834c6c834764a0de8,KR7352540009,352540,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:456f30c8ffd40d8011df,KR7352560007,352560,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:1fcab6cd4b07e7811ffc,KR7364690008,364690,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:0b29998ddfb529fddb99,KR7368680005,368680,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:2b3dd94c58b593b90bb9,KR7371150004,371150,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:be61b09c22256375ee05,KR7372330001,372330,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:7e6535dca340bc679ad5,KR7375770005,375770,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a1a211969f93d6c8822f,KR7379790009,379790,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:18d5b6bdcda44ef0343b,KR7379800006,379800,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:992e82970de451022f8e,KR7379810005,379810,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8a070a696e26c84e6630,KR7388420002,388420,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:04e558797b60a1b7e071,KR7390390003,390390,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:87fbfa0db63154e203e9,KR7390400000,390400,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8793c2c5b415e08ab3e6,KR7395170004,395170,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:713ef053e07d0cfb724c,KR7399580000,399580,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8276b36e95666b39731b,KR7404260002,404260,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:ee11cae738bd472bda1c,KR7411420003,411420,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:053c3704efeeb4e8cd08,KR7417450004,417450,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a056ae3b4054cbde18df,KR7419420005,419420,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:d079f2520720cdb4e0d3,KR7422420000,422420,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:318df71d51c700e7563b,KR7423160001,423160,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:95680ddb6d7121c836ea,KR7428510002,428510,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:b2f0e3cfe215bdbe2724,KR7428560007,428560,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a977d6d0f127ca97a9be,KR7429000003,429000,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:250f5ac29175053375b6,KR7429000003,429000,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:2757d173f455fb043630,KR7433970001,433970,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:557fc3fe2e3ce1fc58a3,KR7433980000,433980,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:13d0f79baaf79249bab0,KR7434060000,434060,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:f1b6deecb91a665ca61a,KR7437070006,437070,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:e665e91e35ffec013cfc,KR7437080005,437080,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c75faa7da5604c2e1bc7,KR7437370000,437370,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:1cc7aa0cd6f22d873b75,KR7440340008,440340,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:e37ba5334c1918f67fe9,KR7440340008,440340,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c33ad5eba0660154ae9a,KR7441680006,441680,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:3b0094a5a138569a7a5b,KR7441680006,441680,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a2b79dc357254d9d52e5,KR7442320008,442320,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:e466a4bcfe740d6903ba,KR7442550000,442550,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8c5edc50a14a19c2bc4f,KR7442560009,442560,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:f76fb4e09c156964415f,KR7442570008,442570,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:ea732e668251c94b3a13,KR7445150006,445150,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:9968e34472c689fc491f,KR7445290000,445290,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:bc3f9614984bfd597d1c,KR7446690000,446690,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:56eaf89482d8542290ff,KR7449180009,449180,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8c91b65f8beeb0d9c3b7,KR7449190008,449190,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c3f97bcb6a71126e96ac,KR7449580000,449580,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:07315795b42ab76a63ce,KR7453330003,453330,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:12329a8ac580b0ab66e2,KR7453630006,453630,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:37d8990dba0a9ecce0dd,KR7453640005,453640,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:3733ce3ba91e6d55d9bc,KR7453650004,453650,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:7ff747ab210208ae00b4,KR7453660003,453660,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:ea56babe07aa4fbcb702,KR7453810004,453810,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:ebd66f0e9345e7a28c60,KR7455030007,455030,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:166c873f4aec934db4c1,KR7456250000,456250,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:4302b2beb3f9eef5937d,KR7458260007,458260,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:e25af088e53a3279de3e,KR7458260007,458260,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:b3b68610c2ee7b3953ce,KR7458730009,458730,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:53e7a1c2fffc79002e7e,KR7458730009,458730,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:5a7b7481717f41f12f69,KR7458750007,458750,2026-06-01,2026-06-30,issuer:tiger:notice:20260611:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:87feca61e611b4540294,KR7458750007,458750,2026-07-01,2026-07-31,issuer:tiger:notice:20260713:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:37d0f168e76aef8f3b2e,KR7458750007,458750,2026-08-01,2026-08-31,issuer:tiger:notice:20260812:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:dd6e38af998766948184,KR7458760006,458760,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
